food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Carbohydrate_to_Protein_Ratio,Carbohydrate_to_Fat_Ratio,Fiber_to_Carbohydrate_Ratio,Sodium_to_Potassium_Ratio,Caloric_Density
chayote cooked,35.0,0.8,0.1,0.0,0.0,7.2,0.0,1.0,4.5,0.0,0.4,149.5,0.0,0.04,0.026,0.0,0.03,0.7,0.7,0.2,12.8,0.0,0.0,0.0,20.8,0.2,0.4,19.2,0.3,46.4,276.8,0.063,0.5,47.5,7.19999999928,8.999999998875,0.6249999999913194,0.0014450867052017901,0.22082018927430866
apple dippers mcdonalds,33.0,0.0,0.0,0.0,0.0,8.2,6.3,0.0,0.0,0.0,0.0,59.5,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.4,0.0,0.001,0.0,42.2,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,238.864,81999999999.99998,81999999999.99998,0.0,0.0,0.48744460856648825
white grapefruit,78.0,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0.0,0.0,213.5,0.0,0.031,0.098,0.0,0.045,0.6,0.7,0.1,78.6,0.0,0.3,0.0,28.3,0.1,0.1,21.2,0.047,18.9,349.3,0.013,0.2,131.2,12.374999999226562,98.9999999505,0.13131313131246813,0.0,0.33177371331334254
cherimoya,176.0,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,186.6,0.0,0.0,0.2,0.034,0.0,0.3,1.5,0.8,0.6,29.6,0.0,0.6,0.0,23.5,0.2,0.6,40.0,0.2,61.1,674.5,0.0,54.8,11.243243242939371,25.999999998375,0.17067307692266662,0.0009983633387872367,0.7537473233401484
melon balls,57.0,0.4,0.1,0.032,0.2,13.7,0.0,1.5,1.2,0.0,0.022,156.1,0.0,0.3,0.081,0.0,0.084,1.1,0.3,0.2,10.7,0.0,0.0,0.0,17.3,0.1,0.5,24.2,0.08,20.8,484.4,0.0,0.3,45.3,9.133333332724444,34.2499999914375,0.08759124087527306,4.5417010734920435e-05,0.3319743739077857
golden delicious apple,62.0,0.2,0.0,0.0,0.0,14.8,10.9,0.3,2.6,0.0,0.034,93.5,0.0,0.0,0.094,0.061,0.0,0.017,0.1,0.063,0.038,0.0,0.0,0.2,0.043,6.5,0.035,0.1,5.5,0.05,10.9,109.0,0.0,18.014,49.33333331688889,73.999999963,0.17567567567448866,0.0031192660550172545,0.5698529411759469
pokeberry shoots raw,37.0,0.6,0.0,0.0,0.0,5.9,0.0,4.2,2.7,0.0,0.05,146.6,0.0,0.0,0.1,0.001,0.0,0.5,1.9,0.04,0.2,217.6,0.0,0.0,0.0,84.8,0.3,2.7,28.8,0.7,70.4,387.2,0.006,13.9,1.404761904728458,9.833333331694446,0.4576271186363114,0.0007102272727262639,0.23521932612826754
cranberries,21.0,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0.0,0.03,39.2,0.0,0.0,0.081,0.035,0.0,0.023,0.093,0.1,0.098,6.3,0.0,0.5,0.063,3.6,0.033,0.1,2.7,0.2,5.0,36.0,0.049,7.473,26.9999999865,385.7142829591837,0.29629629629080934,0.00599999999988,0.4686035613860208
quince,52.0,0.012,0.049,0.033,0.089,14.1,0.0,0.4,1.7,0.0,0.081,77.1,0.0,0.0,0.047,0.07,0.0,0.002,0.2,0.037,0.08,13.8,0.0,0.0,0.0,10.1,0.1,0.6,7.4,0.0,15.6,181.2,0.072,16.436,35.249999991187494,1174.9999902083334,0.12056737588566974,0.005192307692274409,0.5676112299692534
chayote raw,25.0,0.2,0.027,0.053,0.021,6.0,2.2,1.1,2.2,0.0,0.094,124.4,0.0,0.0,0.065,0.1,0.0,0.041,0.6,0.3,0.1,10.2,0.0,0.2,0.046,22.4,0.2,0.4,15.8,0.2,23.8,165.0,0.047,9.855,5.454545454049586,29.999999985,0.3666666666605556,0.003949579831916178,0.18982536066804118
orange with peel,100.0,0.5,0.036,0.003,0.048,24.6,0.0,2.1,7.2,0.0,0.028,130.9,0.0,0.2,0.019,0.0,0.042,0.8,0.5,0.1,112.9,0.0,0.0,0.0,111.3,0.016,1.3,22.3,0.0,35.0,311.6,0.039,0.2,259.9,11.714285713727891,49.19999999016,0.29268292682807856,8.985879332474652e-05,0.6325110689433066
chokecherries,249.0,2.6,0.0,0.0,0.0,51.8,14.4,4.7,30.8,0.0,0.078,93.5,0.0,0.005,0.027,0.0,0.3,1.0,0.6,0.3,8.5,0.0,0.5,0.089,92.4,0.3,1.1,41.6,0.6,103.2,583.7,0.0,0.5,191.9,11.021276595510184,19.92307692231065,0.5945945945934468,0.00013363028953227108,1.6317169069451956
mango,202.0,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,280.4,0.0,0.0,0.034,0.1,0.0,0.1,2.2,0.7,0.4,122.3,0.0,3.0,0.019,37.0,0.4,0.5,33.6,0.2,47.0,564.5,0.08,60.641,17.964285713644134,38.69230768933136,0.10735586481091978,0.0005744680851051607,0.6033452807644554
wild plum,147.0,0.3,0.0,0.0,0.0,35.3,17.1,0.7,9.7,0.0,0.047,123.5,0.0,0.047,0.098,0.0,0.014,0.6,0.5,0.1,16.6,0.0,0.9,0.077,17.7,0.027,0.3,12.9,0.1,48.3,586.0,0.0,0.1,80.6,50.428571421367344,117.66666662744444,0.2747875354099864,8.02047781569829e-05,0.9198998748429787
jeijoa,148.0,1.0,0.3,0.1,0.3,37.0,19.9,1.7,15.6,0.0,0.041,202.4,0.0,0.001,0.071,0.0,0.015,0.7,0.6,0.2,79.9,0.0,0.4,0.041,41.3,0.006,0.3,21.9,0.2,46.2,418.0,0.0,0.1,176.8,21.764705881072665,36.9999999963,0.42162162162048206,9.808612440189042e-05,0.6113176373396897
groundcherries,74.0,1.0,0.0,0.0,0.0,15.7,0.0,2.7,0.0,0.0,0.0,119.6,0.0,0.2,0.0,0.0,0.043,3.9,0.0,0.0,15.4,0.0,0.0,0.0,12.6,0.0,1.4,0.0,0.0,56.0,0.0,0.0,0.0,48.8,5.81481481459945,15.69999999843,0.0,0.0,0.5323741007190415
pesca,30.0,0.1,6.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,299.9999997
persimmon,32.0,0.1,0.0,0.0,0.0,8.4,0.0,0.2,0.0,0.0,0.024,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,6.8,0.0,0.6,0.0,0.0,6.5,77.5,0.0,0.0,32.6,41.999999978999995,83.99999991600001,0.0,0.00030967741935443915,1.2903225806399583
grapes,3.0,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0.0,0.009,3.9,0.0,0.071,0.091,0.0,0.009,0.045,0.006,0.033,0.2,0.0,0.089,0.042,0.5,0.055,0.012,0.3,0.037,1.0,9.4,0.059,0.011,1.83,19.999999955555555,20.454545408057854,0.09666666665592591,0.0009574468085004526,0.6136224176597745
rambutan canned,175.0,0.4,0.0,0.0,0.0,44.7,0.0,1.4,1.9,0.0,0.051,167.0,0.0,0.088,0.019,0.0,0.077,2.9,0.094,0.039,10.5,0.0,0.0,0.0,47.1,0.1,0.7,15.0,0.7,19.3,89.9,0.0,0.2,106.7,31.92857142629082,111.7499999720625,0.04250559284106822,0.0005672969966623278,0.8196721311471571
figs canned,14.0,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0.0,0.049,23.0,0.0,0.008,0.036,0.0,0.093,0.1,0.044,0.094,0.3,0.0,0.092,0.041,7.6,0.003,0.069,2.7,0.095,2.7,27.8,0.093,0.014,12.491,37.999999962,97.4358971860618,0.15789473683795013,0.0017625899280512137,0.5196926389230495
prunes canned,246.0,0.5,0.072,0.3,0.1,65.1,0.0,2.0,8.9,0.0,0.044,165.4,0.0,0.044,0.0,0.0,0.3,2.0,0.2,0.5,6.6,0.0,0.0,0.0,39.8,0.3,1.0,35.1,0.2,60.8,528.8,0.0,0.4,123.9,32.5499999983725,130.19999997396,0.13671274961576543,8.320726172464386e-05,1.0557939914158558
pineapples canned,28.0,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0.0,0.06,39.2,0.0,0.066,0.041,0.0,0.03,0.1,0.087,0.068,4.5,0.0,0.048,0.016,6.6,0.026,0.1,6.6,0.5,2.8,57.3,0.047,0.092,19.255,36.9999999815,147.999999704,0.05405405405332359,0.0010471204188463401,0.5976520811086495
prune plums canned,27.0,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,38.6,0.0,0.082,0.034,0.0,0.068,0.2,0.01,0.056,1.3,0.0,0.065,0.093,4.6,0.06,0.2,3.7,0.025,6.9,70.8,0.0,0.06,13.728,34.99999998249999,93.3333332088889,0.05714285714204082,0.0007768361581909932,0.5885558583093436
tangerines canned,92.0,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0.0,0.022,222.9,0.0,0.2,0.053,0.0,0.038,1.1,0.3,0.1,85.2,0.0,0.2,0.0,27.4,0.085,0.7,27.4,0.044,24.9,331.2,0.058,1.3,140.389,15.86666666560889,237.99999976200002,0.0714285714282713,6.64251207729268e-05,0.3705195328230485
fruit cocktail canned,109.0,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0.0,0.059,207.2,0.0,0.023,0.003,0.0,0.056,1.0,0.1,0.1,6.4,0.0,0.9,0.021,19.0,0.1,0.5,16.6,0.3,33.2,225.2,0.075,0.2,57.508,25.54545454313223,530.188678244927,0.0854092526687352,0.000261989342806278,0.46097956041984633
sour cherries canned,189.0,0.3,0.007,0.033,0.087,48.6,0.0,1.9,2.0,0.0,0.073,200.6,0.0,0.024,0.088,0.0,0.009,0.4,0.3,0.1,5.0,0.0,0.0,0.0,25.2,0.2,3.3,15.1,0.2,25.2,239.4,0.0,0.2,86.3,25.578947367074793,161.999999946,0.04115226337440092,0.00030492898913938806,0.7517899761333525
mangosteen canned,143.0,1.1,0.0,0.0,0.0,35.1,0.0,0.8,3.5,0.0,0.024,158.6,0.0,0.1,0.074,0.0,0.1,0.6,0.057,0.089,5.7,0.0,0.0,0.0,23.5,0.1,0.6,25.5,0.2,15.7,94.1,0.0,0.4,70.3,43.874999994515626,31.90909090619008,0.09971509971481561,0.00025504782146625396,0.7310838445804034
apricot juice,117.0,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,211.4,0.0,0.0,0.048,0.043,0.0,0.025,0.8,0.2,0.1,12.0,0.0,1.5,0.053,29.3,0.1,0.7,24.4,0.1,48.8,402.6,0.028,35.804,20.06666666532889,429.9999993857143,0.12956810631186189,0.0004918032786875168,0.481342823054889
strawberries canned,234.0,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,191.4,0.0,0.024,0.008,0.0,0.051,0.1,0.5,0.1,80.5,0.0,0.5,0.091,33.0,0.2,1.2,20.3,0.5,30.5,218.4,0.007,0.2,180.9,42.714285711234695,85.42857141636735,0.07190635451492992,0.00010989010989005958,0.92380576391594
peach canned,110.0,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0.0,0.006,218.7,0.0,0.004,0.026,0.0,0.034,1.5,0.1,0.071,9.0,0.0,1.2,0.088,15.0,0.1,0.7,17.5,0.1,42.5,320.0,0.04,0.3,58.587,18.062499998871093,307.4468081835672,0.11418685121067756,1.874999999999414e-05,0.4412460789267126
fruit salad canned,125.0,0.008,0.08,0.005,0.006,32.5,0.0,1.3,2.5,0.0,0.069,214.5,0.0,0.016,0.02,0.0,0.027,0.9,0.1,0.059,8.2,0.0,0.0,0.0,27.4,0.1,0.6,19.9,0.4,34.9,288.8,0.0,0.3,72.531,24.999999998076923,4062.4999492187508,0.07692307692284023,0.000238919667589945,0.503407058974941
gooseberries canned,184.0,0.5,0.004,0.097,0.3,47.3,0.0,1.6,6.0,0.0,0.097,201.9,0.0,0.066,0.041,0.0,0.1,0.4,0.3,0.085,25.2,0.0,0.0,0.0,40.3,0.5,0.8,15.1,0.4,17.6,194.0,0.069,0.3,121.7,29.56249999815234,94.59999998107999,0.12684989429148658,0.0004999999999997423,0.7321925984875718
grapefruit canned,88.0,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1.0,0.0,0.091,219.2,0.0,0.061,0.094,0.0,0.092,0.6,0.3,0.08,53.2,0.0,0.2,0.0,36.6,0.2,1.0,24.4,0.056,24.4,322.1,0.049,0.2,115.7,15.928571427433674,111.49999994424999,0.044843049327153175,0.0002825209562246872,0.36199095022609545
pear canned,38.0,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0.0,0.088,65.7,0.0,0.096,0.08,0.0,0.048,0.2,0.085,0.042,1.2,0.0,0.078,0.034,6.8,0.012,0.2,5.3,0.064,9.1,73.0,0.0,0.077,19.566,32.66666665577778,9799.999020000098,0.12244897959058725,0.0012054794520531432,0.5013126475897398
raspberries canned,233.0,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,192.8,0.0,0.094,0.074,0.0,0.07,1.1,0.6,0.1,22.3,0.0,1.5,0.074,28.2,0.1,1.1,30.7,0.6,23.0,240.6,0.092,0.4,122.2,28.476190474834464,199.33333326688887,0.14046822742451429,5.403158769740065e-05,0.9137254901957201
papaya canned,80.0,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0.0,0.075,16.9,0.0,0.038,0.0,0.0,0.084,0.014,0.003,0.006,1.4,0.0,0.0,0.038,8.2,0.008,0.1,2.3,0.082,2.3,26.1,0.031,0.002,32.371,21799.99782000022,108.9999999455,0.027522935779690262,0.0028735632183797947,2.0565024035318977
grapes canned,98.0,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0.0,0.022,217.7,0.0,0.089,0.065,0.0,0.006,0.3,0.1,0.2,2.5,0.0,0.3,0.069,24.5,0.1,2.4,14.7,0.077,44.1,262.2,0.028,0.1,57.6,20.99999999825,83.999999972,0.05952380952357333,8.390541571316404e-05,0.4009819967265136
apple dried,145.0,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,214.5,0.0,0.093,0.0,0.0,0.013,0.3,0.1,0.1,2.6,0.0,0.3,0.036,7.7,0.1,0.8,10.2,0.051,23.0,267.8,0.076,0.1,56.1,65.16666665580556,195.49999990224998,0.13043478260836203,8.961911874529887e-05,0.5699685534588955
peach dried,199.0,0.6,0.055,0.2,0.3,50.8,43.8,3.0,7.0,0.0,0.059,201.5,0.0,0.029,0.0,0.0,0.006,3.9,0.5,0.039,9.5,0.0,0.2,0.06,23.2,0.3,3.4,33.5,0.3,98.0,825.6,0.068,0.5,97.5,16.93333333276889,84.66666665255555,0.13779527559027993,7.146317829456497e-05,0.7776475185616345
plantain chips,150.0,8.4,2.4,1.6,3.3,18.1,0.3,0.6,1.0,0.0,0.039,0.6,0.0,0.087,0.045,0.0,0.024,0.2,0.3,0.1,9.1,0.0,1.4,0.098,2.5,0.049,0.3,20.1,0.094,22.1,222.4,0.028,0.1,40.0,30.166666661638892,2.1547619047362527,0.05524861878422515,0.000175359712230137,5.415162454854097
golden raisins,498.0,0.8,0.2,0.016,0.2,131.2,97.7,5.6,6.6,0.0,0.001,24.7,0.0,0.031,0.067,0.0,0.3,1.9,0.2,0.5,5.3,0.0,0.2,0.066,87.5,0.6,3.0,57.8,0.5,189.8,1230.9,0.062,0.5,240.0,23.42857142815306,163.99999997949996,0.05030487804874215,8.124136810463228e-07,3.068391866911234
raisins seeded,488.0,0.9,0.3,0.036,0.3,129.5,0.0,4.2,11.2,0.0,0.098,27.3,0.0,0.2,0.092,0.0,0.3,1.8,0.092,0.3,8.9,0.0,0.0,0.0,46.2,0.5,4.3,49.5,0.4,123.8,1361.3,0.058,0.3,205.2,30.833333332599206,143.88888887290122,0.0864864864864197,7.199000954968986e-05,3.014206300183438
zante currants dried,408.0,0.4,0.009,0.003,0.3,106.7,96.9,5.9,9.8,0.0,0.067,27.7,0.0,0.2,0.07,0.0,0.2,2.3,0.007,0.4,6.8,0.0,0.2,0.07,123.8,0.7,4.7,59.0,0.7,180.0,1284.5,0.098,1.0,258.1,18.084745762405344,266.7499999333125,0.09184629803177896,5.2160373686255186e-05,2.899786780381735
pear dried,94.0,0.2,0.003,0.01,0.065,25.1,22.4,0.7,2.7,0.0,0.074,9.6,0.0,0.006,0.0,0.0,0.067,0.5,0.054,0.074,2.5,0.0,0.036,0.002,12.2,0.1,0.8,11.9,0.1,21.2,191.9,0.005,0.1,44.2,35.85714285202041,125.49999993725,0.10756972111510929,0.00038561750911913204,2.64044943819483
raisins,90.0,0.056,0.005,0.063,0.004,23.8,19.6,1.0,1.4,0.0,0.025,4.6,0.049,0.0,0.015,0.006,0.0,0.02,0.2,0.006,0.081,0.7,0.0,0.003,0.068,18.6,0.018,0.5,10.8,0.018,29.4,223.2,0.042,26.474,23.799999997620002,424.9999992410714,0.05882352941151755,0.0008503401360515296,3.0554046713638807
prune plums dried,308.0,0.5,0.01,0.4,0.1,81.5,0.0,2.7,9.4,0.0,0.011,161.4,0.0,0.07,0.0,0.0,0.2,1.7,0.2,0.5,6.7,0.0,0.0,0.0,52.1,0.4,2.6,47.1,0.2,81.8,773.8,0.055,0.5,155.5,30.185185184067212,162.9999999674,0.11533742331274192,1.4215559576116021e-05,1.2515237708243594
cranberries dried,370.0,1.6,0.1,0.2,0.8,98.8,78.0,0.053,6.8,0.0,0.037,19.2,0.0,0.05,0.0,0.0,0.029,1.2,0.3,0.004,0.2,0.0,1.3,0.066,12.0,0.003,0.6,6.0,0.3,9.6,48.0,0.09,0.1,120.036,1864.1509398789603,61.749999996140616,0.06882591093110442,0.0007708333333317274,3.0922751623418616
figs dried,21.0,0.008,0.014,0.003,0.037,5.4,4.0,0.3,0.8,0.0,0.091,2.5,0.0,0.021,0.002,0.0,0.054,0.023,0.046,0.031,0.1,0.0,0.062,0.046,13.6,0.052,0.2,5.7,0.073,5.6,57.1,0.067,0.079,20.461,17.999999994000003,674.9999915625002,0.14814814814540467,0.001593695271450799,2.558479532132572
longans dried,5.0,0.091,0.0,0.0,0.0,1.3,0.0,0.027,0.0,0.0,0.018,0.3,0.0,0.008,0.0,0.0,0.055,0.001,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.072,0.009,0.8,0.078,3.3,11.2,0.0,0.001,2.804,48.14814796982167,14.285714270015701,0.0,0.0016071428571285077,2.910360884580305
banana chips,147.0,9.5,8.2,0.6,0.2,16.5,10.0,0.7,2.2,0.0,0.099,1.2,0.0,0.003,0.041,0.0,0.03,0.2,0.2,0.032,1.8,0.0,0.042,0.057,5.1,0.031,0.4,21.5,0.4,15.8,151.7,0.06,0.2,36.2,23.571428568061226,1.7368421052448753,0.13333333333252528,0.0006526038233351006,5.2688172042821915
lychee dried,7.0,0.003,0.076,0.004,0.061,1.8,1.7,0.01,0.1,0.0,0.049,0.6,0.0,0.06,0.063,0.0,0.015,0.032,0.0,0.004,4.6,0.0,0.071,0.032,0.8,0.071,0.036,1.1,0.012,4.5,27.8,0.08,0.085,7.431,179.99999820000002,599.9999800000006,0.05555555555246914,0.0017625899280512137,2.900953170207171
apricot dried,17.0,0.015,0.02,0.083,0.031,4.4,3.7,0.2,0.5,0.0,0.066,2.2,0.0,0.042,0.064,0.0,0.086,0.2,0.055,0.017,0.012,0.0,0.3,0.088,3.9,0.02,0.2,2.2,0.038,5.0,81.3,0.04,0.055,9.329,21.999999989,293.3333313777778,0.11363636363378098,0.0008118081180801824,2.494497432098393
longan,2.0,0.076,0.0,0.0,0.0,0.5,0.0,0.009,0.071,0.0,0.0,2.6,0.0,0.01,0.0,0.0,0.052,0.014,0.0,0.0,2.7,0.0,0.0,0.0,0.039,0.059,0.066,0.3,0.089,0.7,8.5,0.0,0.01,3.493,55.55555493827162,6.578947359764544,0.14199999997159998,0.0,0.6279434850666266
mamey sapote,217.0,0.8,0.3,0.2,0.2,56.2,35.2,2.5,9.5,0.0,0.008,113.5,0.0,0.018,0.094,0.0,0.2,2.5,0.7,1.3,40.3,0.0,3.7,0.0,31.5,0.4,1.4,19.3,0.4,45.5,794.5,0.0,0.3,142.2,22.4799999991008,70.24999999121874,0.1690391459071725,1.0069225928255497e-05,1.254335260114882
waxgourd cooked,19.0,0.4,0.026,0.076,0.2,4.3,2.1,0.7,1.8,0.0,0.6,168.1,0.0,0.059,0.087,0.0,0.052,0.7,0.2,0.096,18.4,0.0,0.1,0.028,31.5,0.036,0.7,17.5,0.015,29.8,8.8,0.012,1.0,57.8,6.142857141979592,10.749999997312498,0.41860465115305573,0.06818181818104338,0.1095100864552683
jackfruit,33.0,0.2,0.071,0.004,0.002,8.1,6.7,0.6,0.5,0.0,0.094,25.7,0.0,0.0,0.09,0.019,0.0,0.031,0.3,0.073,0.1,4.8,0.0,0.1,0.0,8.4,0.071,0.005,10.2,0.081,7.4,156.8,0.0,9.574,13.499999997749999,40.499999979749994,0.06172839506096632,0.012702702702531043,0.9537572254307694
loquats,9.0,0.071,0.085,0.035,0.023,2.4,0.0,0.09,0.3,0.0,0.053,17.3,0.0,0.097,0.015,0.0,0.048,0.012,0.0,0.042,0.2,0.0,0.0,0.0,3.2,0.093,0.007,2.6,0.037,5.4,53.2,0.047,0.014,6.236,26.66666663703704,33.80281685379885,0.12499999999479167,0.0009962406015018867,0.4531493882460443
mammy apple mamey,431.0,4.2,1.2,1.7,0.7,105.8,0.0,4.2,25.4,0.0,0.1,729.3,0.0,0.2,0.1,0.0,0.3,3.4,0.9,0.8,118.4,0.0,0.0,0.0,93.1,0.7,5.9,135.4,0.0,93.1,397.6,0.064,0.8,357.0,25.190476189876417,25.190476189876417,0.24007561436650277,0.0002515090543258925,0.5109662122109648
nance,82.0,1.3,0.0,0.0,0.0,19.0,9.3,0.7,8.4,0.0,0.039,90.3,0.0,0.0,0.086,0.032,0.0,0.022,0.3,0.2,0.098,103.6,0.0,1.4,0.078,51.5,0.037,0.4,22.4,0.3,11.2,273.3,0.017,29.436,27.142857138979593,14.615384614260355,0.4421052631555679,0.0034821428571117667,0.7367475291996974
coconut whole coconut,3336.0,71.5,672.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,46.657342657277404
prickly pear,42.0,0.5,0.014,0.038,0.2,9.9,0.0,0.8,3.7,0.0,0.044,90.2,0.0,0.0,0.066,0.097,0.0,0.062,0.5,0.0,0.097,14.4,0.0,0.0,0.0,57.7,0.051,0.3,87.6,0.0,24.7,226.6,0.012,14.977,12.374999998453125,19.79999999604,0.3737373737335986,0.0017813765182114116,0.41420118343154416
lychee,6.0,0.016,0.06,0.03,0.067,1.6,1.5,0.024,0.1,0.0,0.029,7.8,0.0,0.0,0.067,0.033,0.0,0.058,0.047,0.0,0.038,6.9,0.0,0.006,0.086,0.5,0.022,0.092,1.0,0.015,3.0,16.4,0.061,2.012,66.66666638888888,99.999999375,0.06249999999609375,0.009666666666344446,0.6355932203322501
naranjilla lulo pulp,30.0,0.3,0.0,0.0,0.0,7.1,4.5,0.5,1.3,0.0,0.044,111.7,0.0,0.039,0.032,0.0,0.0,1.7,0.3,0.1,3.8,0.0,0.9,0.011,9.6,0.069,0.4,13.2,0.074,14.4,240.0,0.082,0.1,23.0,14.199999997159999,23.66666665877778,0.18309859154671693,0.00018333333333325695,0.25083612040112807
coconut meat dried,187.0,18.3,16.2,0.8,0.2,6.7,2.1,1.9,4.6,0.0,0.058,0.8,0.0,0.054,0.059,0.0,0.012,0.2,0.2,0.047,0.4,0.0,0.1,0.049,7.4,0.2,0.9,25.5,0.8,58.3,153.7,0.041,0.6,40.2,3.526315789288089,0.36612021857723437,0.6865671641688571,0.0003773584905657923,6.750902527051442
waxgourd raw,17.0,0.3,0.036,0.024,0.1,4.0,0.0,0.5,3.8,0.0,0.1,126.9,0.0,0.07,0.089,0.0,0.1,0.5,0.2,0.082,17.2,0.0,0.0,0.0,25.1,0.088,0.5,13.2,0.067,25.1,7.9,0.052,0.8,51.4,7.9999999984,13.33333332888889,0.94999999997625,0.012658227847941034,0.129081245254268
surinam cherry pitanga,2.0,0.059,0.0,0.0,0.0,0.5,0.0,0.045,0.0,0.0,0.1,6.4,0.0,0.024,0.0,0.0,0.004,0.096,0.0,0.0,1.8,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.8,7.2,0.0,0.0,3.056,11.111111086419752,8.474576256822752,0.0,0.013888888888695989,0.28555111364526625
passion fruit,17.0,0.1,0.098,0.051,0.053,4.2,2.0,0.4,1.9,0.0,0.072,13.1,0.0,0.0,0.0,0.068,0.0,0.09,0.3,0.0,0.074,5.4,0.0,0.078,0.03,2.2,0.015,0.3,5.2,0.0,12.2,62.6,0.053,6.667,10.499999997375,41.999999958000004,0.4523809523701814,0.005901639344213921,0.9550561797699155
sapodilla,141.0,1.9,0.3,0.9,0.05,33.9,0.0,0.7,9.0,0.0,0.08,132.6,0.0,0.0,0.08,0.0,0.001,0.3,0.4,0.086,25.0,0.0,0.0,0.0,35.7,0.1,1.4,20.4,0.0,20.4,328.1,0.099,0.2,107.6,48.42857142165306,17.842105262218837,0.2654867256629337,0.00024382810118858767,0.833826138379164
pummelo,48.0,0.06,0.0,0.0,0.0,12.0,0.0,1.0,1.3,0.0,0.094,111.4,0.0,0.0,0.067,0.0,0.0,0.098,0.3,0.0,0.005,76.3,0.0,0.0,0.0,5.0,0.097,0.1,7.5,0.005,21.3,270.0,0.0,14.376,11.9999999988,199.99999966666667,0.10833333333243056,0.004413145539885385,0.385666077454294
coconut meat,1405.0,133.0,117.9,5.7,1.5,60.5,24.7,13.2,35.7,0.0,0.022,186.6,0.0,0.3,0.1,0.0,0.054,2.1,1.2,0.2,13.1,0.0,1.0,0.019,55.6,1.7,9.6,127.0,6.0,448.6,1413.3,0.056,4.4,320.7,4.5833333332986115,0.4548872180447708,0.5900826446271239,1.5566404868038238e-05,3.5723366386972866
soursop,149.0,0.7,0.1,0.2,0.2,37.9,30.5,2.3,7.4,0.0,0.024,182.6,0.0,0.2,0.001,0.0,0.1,2.0,0.6,0.1,46.4,0.0,0.2,0.031,31.5,0.2,1.4,47.3,0.0,60.8,625.5,0.017,0.2,127.6,16.47826086884877,54.14285713512245,0.1952506596300917,3.836930455634878e-05,0.6666666666663684
papaya,62.0,0.4,0.1,0.1,0.051,15.7,11.3,0.7,2.5,0.0,0.004,127.7,0.0,0.0,0.097,0.061,0.0,0.07,0.5,0.3,0.014,88.3,0.0,0.4,0.06,29.0,0.017,0.4,30.5,0.026,14.5,263.9,0.086,19.422,22.42857142536735,39.2499999901875,0.1592356687887947,0.00027586206896361475,0.4290657439443399
acerola cherry,2.0,0.052,0.074,0.086,0.036,0.4,0.0,0.079,0.077,0.0,0.088,4.4,0.0,0.0,0.039,0.038,0.0,0.093,0.026,0.072,0.076,80.5,0.0,0.0,0.0,0.6,0.007,0.021,0.9,0.0,0.5,7.0,0.045,0.707,5.063291132831278,7.692307677514793,0.19249999995187497,0.17599999996479998,0.4055972419305294
